Tipo_Acero_Limpio,Grado_Acero,Ciclo,Familia,Muestra_Probeta_Temp,Soaking,,Alarg Max Req (merged),Alarg Min Req (merged),Alarg. Obt. (%) (merged),Fluencia 0.2% Obt (merged),Fluencia 0.5% Obt (merged),Fluencia 0.6% Obt (merged),Fluencia 0.7% Obt (merged),Fluencia Max Req (merged),Fluencia Min Req (merged),Fluencia Offset Obt (merged),Rotura Max Req (merged),Rotura Min Req (merged),Rotura Obt (merged),,,Dureza Ind. Máx. Obt 1 (merged),Dureza Ind. Max. Req (merged),Dureza Ind. Mín. Obt 1 (merged),Dureza Ind. Min. Req (merged),Dureza Prom. Máx. Obt 1 (merged),Dureza Prom. Max. Req (merged),Dureza Prom. Mín. Obt 1 (merged),Dureza Prom. Mín. Req (merged),,,Area Dúctil Indiv. Max. Req (%) (merged),Area Dúctil Indiv. Min. Obt (%) (merged),Area Dúctil Indiv. Min. Req (%) (merged),Area Dúctil Prom. Max. Req (%) (merged),Area Dúctil Prom. Min. Obt (%) (merged),Area Dúctil Prom. Min. Req (%) (merged),Energia Indiv. Max. Req. (J) (merged),Energia Indiv. Min. Obt. (J) (merged),Energia Indiv. Min. Req. (J) (merged),Energia Prom. Max. Req. (J) (merged),Energia Prom. Min. Obt. (J) (merged),Energia Prom. Min. Req. (J) (merged),Temp Ensayo Req (merged)
DS816,L80 TYPE 1,11958,L80,4243623-6507018-695,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,92,15,,93,22,0
DS308,T95,85162,T95,4278931-6559482-660,15,,,,31,,779,780,,965,758,780,,862,874,,,,,,,,,,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4278931-6559483-660,15,,,,,,,,,,,,,,,,,29.7,,28.3,,29.5,,28.6,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4278931-6559485-660,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,125,,,131,,0
DS008,HE360D,32531,,4339151-6649177-600,5,,,23,18,,,,,,360,465,520,445,522,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,3230,TN95 Super Cr13,4330014-6636725-610,45,,,,20,662,,,,724,655,,,724,827,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,3230,TN95 Super Cr13,4330014-6636726-610,45,,,,,,,,,,,,,,,,,27.7,28,25.5,,27,28,26,,,,,,,,,,,,,,,,
DS748,13-5-2 95,3230,TN95 Super Cr13,4330014-6636728-610,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,155,40,,160,60,-10
DS748,13-5-2 95,3230,TN95 Super Cr13,4330014-6636729-610,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,170,40,,172,60,0
DS748,13-5-2 95,3230,TN95 Super Cr13,4330014-6643954-610,45,,,,,,,,,,,,,,,,,26.8,28,24.6,,27,28,26,,,,,,,,,,,,,,,,
DS174,TN 80Cr3,3068,L80,4245329-6512755-695,17,,,17.7,30.5,,613,,,655,552,,,655,701,,,,,,,,,,,,,,,,,,,,,,,,,
DS174,TN 80Cr3,3068,L80,4245329-6512756-695,17,,,,,,,,,,,,,,,,,17.8,23,17.8,,17.37,,17.37,,,,,,,,,,,,,,,,
DS174,TN 80Cr3,3068,L80,4245329-6512758-695,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,200,,,201,,-10
DS174,TN 80Cr3,3068,L80,4245329-6512759-695,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,202,,,210,,0
DS600,H40,80402,,4220637-6482716-720,10,,,26.9,34,,535,,,552,379,535,,655,648,,,,,,,,,,,,,,,,,,,,,,,,,
DS600,H40,80402,,4220637-6482719-720,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,92,,,94,,-10
DS564,X70Q-L485Q,61269,X70,4340512-6651598-600,20,,,22,35.5,,557,,,635,485,552,760,570,652,,,,,,,,,,,,,,,,,,,,,,,,,
DS564,X70Q-L485Q,61269,X70,4340512-6651601-600,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,226,,,231,27,0
DS174,TN 80Cr3,3068,L80,4255836-6526083-685,25,,,17.7,31.5,,626,,,655,552,,,655,703,,,,,,,,,,,,,,,,,,,,,,,,,
DS174,TN 80Cr3,3068,L80,4255836-6526084-685,25,,,,,,,,,,,,,,,,,19.4,23,19.4,,19.2,,19.2,,,,,,,,,,,,,,,,
DS174,TN 80Cr3,3068,L80,4255836-6526086-685,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,203,,,209,,-10
DS174,TN 80Cr3,3068,L80,4255836-6526087-685,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,188,,,199,,0
DS564,X70Q-L485Q,61269,X70,4341431-6653269-600,20,,,22,33,,570,,,635,485,568,760,570,656,,,,,,,,,,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4251929-6524463-690,40,,,,17,,709,709,,758,655,709,,724,824,,,,,,,,,,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4251929-6524464-690,40,,,,,,,,,,,,,,,,,25.4,25,24.5,,25.2,25,24.57,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4251929-6524466-690,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,142,,,146,20,0
DS750,L80 13CR,84970,L80 Cr13,4332404-6641083-610,45,,,,23.5,,741,760,,758,655,751,,758,915,,,,,,,,,,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4332404-6641084-610,45,,,,,,,,,,,,,,,,,29.8,29,29.1,,29.7,27,29.3,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4332404-6641086-610,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,25,,,15,,,16,,-10
DS750,L80 13CR,84970,L80 Cr13,4332404-6641087-610,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,50,,,20,,,22,,0
DS750,L80 13CR,84970,L80 Cr13,4332404-6641088-610,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,25,,,31,,,31,,-10
DS641,TD950,32252,,4342919-6656419-600,5,,,15,18.5,,,,,,850,808,,950,928,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342919-6656420-600,5,,,,,,,,,,,,,,,,,30.8,,30.4,,30.6,,30.6,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4342919-6656422-600,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,25,,,12,,,13,,0
DS641,TD950,32252,,4343067-6656491-600,5,,,15,17,,,,,,850,840,,950,969,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4343067-6656492-600,5,,,,,,,,,,,,,,,,,31.2,,30.5,,30.8,,30.8,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4343067-6656494-600,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,15,,,11,,,12,,0
DS968,BQ-L245Q X42Q-L290Q B C,60093,,4244478-6509694-700,20,,,29.5,42.5,,421,,,495,290,,655,485,534,,,,,,,,,,,,,,,,,,,,,,,,,
DS968,BQ-L245Q X42Q-L290Q B C,60093,,4244478-6509697-700,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,394,,,398,27,0
DS968,BQ-L245Q X42Q-L290Q B C,60093,,4244675-6511552-700,30,,,29.5,43.5,,402,,,495,290,,655,485,514,,,,,,,,,,,,,,,,,,,,,,,,,
DS968,BQ-L245Q X42Q-L290Q B C,60093,,4244675-6511555-700,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,317,,,334,27,0
DS446,X65QS-L450QS,71025,X65,4324618-6627741-620,15,,,22,38,,529,,,570,450,530,760,535,621,,,,,,,,,,,,,,,,,,,,,,,,,
DS446,X65QS-L450QS,71025,X65,4324618-6627745-620,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,271,45,,275,60,-29
DS600,H40,80402,,4215089-6465812-730,20,,,26.9,33.5,,529,,,552,379,527,,655,670,,,,,,,,,,,,,,,,,,,,,,,,,
DS600,H40,80402,,4215089-6465815-730,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,96,,,98,,-10
DS847,C 110,84957,C110,4235078-6511574-710,30,,,,18,,,824,824,828,758,824,,793,895,,,,,,,,,,,,,,,,,,,,,,,,,
DS847,C 110,84957,C110,4235078-6511575-710,30,,,,,,,,,,,,,,,,,29,29,29,,28.57,29,28.57,,,,,,,,,,,,,,,,
DS847,C 110,84957,C110,4235078-6511577-710,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,169,,,170,24,0
DS847,C 110,84957,C110,4235078-6526075-710,30,,,16.7,31.5,,,779,776,828,758,779,,793,842,,,,,,,,,,,,,,,,,,,,,,,,,
DS446,X65QS-L450QS,71025,X65,4325003-6632081-620,15,,,22,37,,527,,,570,450,524,760,535,625,,,,,,,,,,,,,,,,,,,,,,,,,
DS446,X65QS-L450QS,71025,X65,4325003-6632085-620,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,251,45,,256,60,-29
DS748,13-5-2 95,3230,TN95 Super Cr13,4330018-6647134-615,45,,,,21.5,685,,,,724,655,,,724,848,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2 95,3230,TN95 Super Cr13,4330018-6647135-615,45,,,,,,,,,,,,,,,,,26.9,28,24.9,,26,28,26,,,,,,,,,,,,,,,,
DS748,13-5-2 95,3230,TN95 Super Cr13,4330018-6647137-615,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,95,,,141,40,,145,60,-10
DS748,13-5-2 95,3230,TN95 Super Cr13,4330018-6647138-615,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,151,40,,156,60,0
DS748,13-5-2 95,3230,TN95 Super Cr13,4330018-6647936-615,45,,,,22.5,682,,,,724,655,,,724,850,,,,,,,,,,,,,,,,,,,,,,,,,
DS816,L80 TYPE 1,11958,L80,4245234-6512296-700,10,,,16.2,29.5,,,,,655,552,,,655,730,,,,,,,,,,,,,,,,,,,,,,,,,
DS816,L80 TYPE 1,11958,L80,4245234-6512297-700,10,,,,,,,,,,,,,,,,,21,22,20.9,,20.97,22,20.97,,,,,,,,,,,,,,,,
DS816,L80 TYPE 1,11958,L80,4245234-6512299-700,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,90,15,,92,22,0
DS008,HE360D,32531,,4340257-6650886-605,5,,,23,23,,,,,,360,419,520,445,492,,,,,,,,,,,,,,,,,,,,,,,,,
DS174,TN 80Cr3,3068,L80,4255837-6526068-690,25,,,17.7,36.5,,623,,,655,552,,,655,699,,,,,,,,,,,,,,,,,,,,,,,,,
DS174,TN 80Cr3,3068,L80,4255837-6526069-690,25,,,,,,,,,,,,,,,,,20.6,23,20.6,,20.3,,20.3,,,,,,,,,,,,,,,,
DS174,TN 80Cr3,3068,L80,4255837-6526071-690,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,202,,,206,,-10
DS174,TN 80Cr3,3068,L80,4255837-6526072-690,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,201,,,203,,0
DS748,13-5-2,84927,,4285793-6570665-660,45,,,,28,580,568,601,,896,758,,,793,830,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2,84927,,4285793-6570666-660,45,,,,,,,,,,,,,,,,,26.6,30,25.9,,26.4,32,26.23,,,,,,,,,,,,,,,,
DS847,C 110,84957,C110,4238602-6511609-710,60,,,,19.5,,,774,774,828,758,775,,793,849,,,,,,,,,,,,,,,,,,,,,,,,,
DS847,C 110,84957,C110,4238602-6511610-710,60,,,,,,,,,,,,,,,,,26.5,29,26.5,,26.03,29,26.03,,,,,,,,,,,,,,,,
DS847,C 110,84957,C110,4238602-6511612-710,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,177,,,184,24,0
DS847,C 110,84957,C110,4238602-6526078-710,60,,,16.7,35.5,,,725,721,828,758,729,,793,793,,,,,,,,,,,,,,,,,,,,,,,,,
DS816,L80 TYPE 1,11958,L80,4243627-6507033-705,15,,,16.2,30.5,,,,,655,552,,,655,709,,,,,,,,,,,,,,,,,,,,,,,,,
DS816,L80 TYPE 1,11958,L80,4243627-6507034-705,15,,,,,,,,,,,,,,,,,18.9,22,18.6,,18.7,22,18.7,,,,,,,,,,,,,,,,
DS816,L80 TYPE 1,11958,L80,4243627-6507036-705,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,89,15,,90,22,0
DS308,T95,85162,T95,4254897-6524477-695,40,,,,16,,682,688,,758,655,682,,724,806,,,,,,,,,,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4254897-6524478-695,40,,,,,,,,,,,,,,,,,25.2,25,23.8,,25,25,23.93,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4254897-6524480-695,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,148,,,149,20,0
DS008,HE360D,32531,,4340258-6650942-610,5,,,23,26,,,,,,360,366,520,445,454,,,,,,,,,,,,,,,,,,,,,,,,,
DS600,H40,80402,,4220638-6482754-730,10,,,26.9,35,,535,,,552,379,535,,655,664,,,,,,,,,,,,,,,,,,,,,,,,,
DS600,H40,80402,,4220638-6482757-730,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,94,,,95,,-10
DS040,C 43,16915,,4370618-6697534-580,15,,,,26.5,,,,,,,598,,,770,,,,,,,,,,,,,,,,,,,,,,,,,
DS040,C 43,16915,,4370618-6697536-580,15,,,,,,,,,,,,,,,,,23.2,27,19.1,20,22.8,,19.7,,,,,,,,,,,,,,,,
DS174,TN 80Cr3,3068,L80,4255839-6527119-695,25,,,17.7,32,,604,,,655,552,,,655,686,,,,,,,,,,,,,,,,,,,,,,,,,
DS174,TN 80Cr3,3068,L80,4255839-6527120-695,25,,,,,,,,,,,,,,,,,17.9,23,17.9,,17.83,,17.83,,,,,,,,,,,,,,,,
DS174,TN 80Cr3,3068,L80,4255839-6527122-695,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,206,,,208,,-10
DS174,TN 80Cr3,3068,L80,4255839-6527123-695,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,192,,,193,,0
DS423,X60Q-L415Q,71008,X60,4302311-6595530-650,22,,,24,38,,510,,,565,415,,760,520,603,,,,,,,,,,,,,,,,,,,,,,,,,
DS423,X60Q-L415Q,71008,X60,4302311-6595533-650,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,287,41,,299,54,-15
DS641,TD950,32252,,4343068-6656505-610,5,,,15,16.5,,,,,,850,852,,950,979,,,,,,,,,,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4343068-6656506-610,5,,,,,,,,,,,,,,,,,30.9,,30.1,,30.5,,30.5,,,,,,,,,,,,,,,,
DS641,TD950,32252,,4343068-6656508-610,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,20,,,11,,,12,,0
DS750,L80 13CR,84970,L80 Cr13,4333540-6641354-620,45,,,,25.5,,742,755,,758,655,746,,758,894,,,,,,,,,,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4333540-6641355-620,45,,,,,,,,,,,,,,,,,30,29,29.2,,29.7,27,29.4,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4333540-6641357-620,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,30,,,15,,,17,,-10
DS750,L80 13CR,84970,L80 Cr13,4333540-6641358-620,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,30,,,17,,,17,,0
DS750,L80 13CR,84970,L80 Cr13,4333540-6641359-620,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,35,,,31,,,37,,-10
DS749,L80 Cr13,87576,,4333679-6640916-620,45,,,,20.5,,755,769,,758,655,,,758,924,,,,,,,,,,,,,,,,,,,,,,,,,
DS749,L80 Cr13,87576,,4333679-6640918-620,45,,,,,,,,,,,,,,,,,30.1,29,29.6,,29.8,27,29.8,,,,,,,,,,,,,,,,
DS749,L80 Cr13,87576,,4333679-6640920-620,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,20,,,12,,,13,,-10
DS749,L80 Cr13,87576,,4333679-6640921-620,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,25,,,13,9.9,,14,14.85,0
DS600,H40,80402,,4195157-6439422-760,20,,,26.9,33.5,,527,,,552,379,527,,655,696,,,,,,,,,,,,,,,,,,,,,,,,,
DS600,H40,80402,,4195157-6439425-760,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,73,,,74,,-10
DS308,T95,85162,T95,4280692-6561251-675,40,,,,18,,761,762,,758,655,761,,724,869,,,,,,,,,,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4280692-6561252-675,40,,,,,,,,,,,,,,,,,27.2,25,23.6,,26.87,25,24.37,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4280692-6561254-675,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,138,,,140,20,0
DS600,H40,80402,,4216079-6467542-740,20,,,26.9,34.5,,549,,,552,379,549,,655,710,,,,,,,,,,,,,,,,,,,,,,,,,
DS600,H40,80402,,4216079-6467545-740,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,72,,,75,,-10
DS423,X60Q-L415Q,71007,X60,4306011-6599783-650,22,,,24,34.5,,522,,,565,415,,760,520,614,,,,,,,,,,,,,,,,,,,,,,,,,
DS423,X60Q-L415Q,71007,X60,4306011-6599786-650,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,297,41,,298,54,-15
DS308,T95,85162,T95,4256270-6528249-700,40,,,,19.5,,670,670,,758,655,670,,724,789,,,,,,,,,,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4256270-6528250-700,40,,,,,,,,,,,,,,,,,24.5,25,20.5,,23.97,25,22.5,,,,,,,,,,,,,,,,
DS308,T95,85162,T95,4256270-6528252-700,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,157,,,160,20,0
DS748,13-5-2,84927,,4286815-6572393-670,45,,,,24.5,603,588,630,,896,758,,,793,864,,,,,,,,,,,,,,,,,,,,,,,,,
DS748,13-5-2,84927,,4286815-6572395-670,45,,,,,,,,,,,,,,,,,27.6,30,27,,27.53,32,27.07,,,,,,,,,,,,,,,,
DS008,HE360D,32531,,4339152-6649174-620,5,,,23,29.5,,,,,,360,297,520,445,397,,,,,,,,,,,,,,,,,,,,,,,,,
DS008,HE360D,32531,,4339152-6649338-620,5,,,23,29.5,,,,,,360,301,520,445,410,,,,,,,,,,,,,,,,,,,,,,,,,
DS008,HE360D,32531,,4339818-6650352-620,5,,,23,28.5,,,,,,360,327,520,445,423,,,,,,,,,,,,,,,,,,,,,,,,,
DS816,L80 TYPE 1,11958,L80,4245236-6512314-715,15,,,16.2,30,,,,,655,552,,,655,678,,,,,,,,,,,,,,,,,,,,,,,,,
DS900,TN 95HS,84833,T95,4275274-6559859-685,40,,,11.8,19,,784,783,,758,655,,,724,881,,,,,,,,,,,,,,,,,,,,,,,,,
DS900,TN 95HS,84833,T95,4275274-6559860-685,40,,,,,,,,,,,,,,,,,27.9,25,26.6,,27.5,,26.7,,,,,,,,,,,,,,,,
DS900,TN 95HS,84833,T95,4275274-6559862-685,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,141,,,145,19,0
DS600,H40,80402,,4220640-6482742-740,10,,,26.9,32,,539,,,552,379,539,,655,682,,,,,,,,,,,,,,,,,,,,,,,,,
DS600,H40,80402,,4220640-6482745-740,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,93,,,95,,-10
DS564,X70Q-L485Q,61269,X70,4340513-6651614-620,20,,,22,34,,588,,,635,485,588,760,570,667,,,,,,,,,,,,,,,,,,,,,,,,,
DS564,X70Q-L485Q,61269,X70,4340513-6651617-620,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,90,,,201,,,209,27,0
DS957,P110,11966,P110,4312260-6608591-650,15,,,,23.5,,739,741,,965,758,741,,862,826,,,,,,,,,,,,,,,,,,,,,,,,,
DS957,P110,11966,P110,4312260-6608592-650,15,,,,,,,,,,,,,,,,,26,,24.5,,25.33,,24.83,,,,,,,,,,,,,,,,
DS957,P110,11966,P110,4312260-6608594-650,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,106,,,106,,0
DS750,L80 13CR,84970,L80 Cr13,4203370-6451730-760,45,,,,30.5,,,,,655,552,,,655,680,,,,,,,,,,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4203370-6451731-760,45,,,,,,,,,,,,,,,,,17.9,24,17.5,,17.87,23,17.53,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4203370-6451733-760,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,147,32,,151,48,0
DS750,L80 13CR,84970,L80 Cr13,4203370-6451734-760,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,65,,,95,32,,100,48,-10
DS750,L80 13CR,84970,L80 Cr13,4203371-6462474-760,45,,,,31,,,,,655,552,,,655,673,,,,,,,,,,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4203371-6462475-760,45,,,,,,,,,,,,,,,,,16.1,24,13.9,,15.97,23,15,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4203371-6462477-760,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,90,,,123,32,,139,48,0
DS750,L80 13CR,84970,L80 Cr13,4203371-6462478-760,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,75,,,106,32,,125,48,-10
DS750,L80 13CR,84970,L80 Cr13,4203373-6462442-760,45,,,,32.5,,,,,655,552,,,655,687,,,,,,,,,,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4203373-6462443-760,45,,,,,,,,,,,,,,,,,17.6,24,16.4,,17.37,23,16.83,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4203373-6462445-760,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,80,,,110,32,,123,48,0
DS750,L80 13CR,84970,L80 Cr13,4203373-6462446-760,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,60,,,99,32,,102,48,-10
DS750,L80 13CR,84970,L80 Cr13,4333541-6641153-630,45,,,,24.5,,733,748,,758,655,741,,758,897,,,,,,,,,,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4333541-6641154-630,45,,,,,,,,,,,,,,,,,28,29,27.1,,27.8,27,27.6,,,,,,,,,,,,,,,,
DS750,L80 13CR,84970,L80 Cr13,4333541-6641156-630,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,40,,,18,,,21,,-10
DS750,L80 13CR,84970,L80 Cr13,4333541-6641157-630,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,55,,,26,,,26,,0
DS750,L80 13CR,84970,L80 Cr13,4333541-6641158-630,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,35,,,32,,,39,,-10
DS446,X65QS-L450QS,71025,X65,4324619-6627677-640,15,,,22,38,,531,,,570,450,529,760,535,625,,,,,,,,,,,,,,,,,,,,,,,,,
DS446,X65QS-L450QS,71025,X65,4324619-6627681-640,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,271,45,,286,60,-29
DS600,H40,80402,,4195158-6439463-770,20,,,26.9,36.5,,515,,,552,379,515,,655,674,,,,,,,,,,,,,,,,,,,,,,,,,
DS600,H40,80402,,4195158-6439466-770,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,75,,,76,,-10
DS446,X65QS-L450QS,71025,X65,4325005-6632076-640,15,,,22,39.5,,531,,,570,450,529,760,535,622,,,,,,,,,,,,,,,,,,,,,,,,,
DS446,X65QS-L450QS,71025,X65,4325005-6632080-640,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,85,,258,45,,263,60,-29
DS816,L80 TYPE 1,11958,L80,4245235-6512310-720,10,,,16.2,28.5,,,,,655,552,,,655,694,,,,,,,,,,,,,,,,,,,,,,,,,
DS816,L80 TYPE 1,11958,L80,4245235-6512311-720,10,,,,,,,,,,,,,,,,,18.4,22,18.1,,18.27,22,18.27,,,,,,,,,,,,,,,,
DS816,L80 TYPE 1,11958,L80,4245235-6512313-720,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,96,15,,97,22,0
DS900,TN 95HS,84833,T95,4275275-6559851-690,40,,,11.8,19.5,,765,764,,758,655,,,724,866,,,,,,,,,,,,,,,,,,,,,,,,,
DS900,TN 95HS,84833,T95,4275275-6559852-690,40,,,,,,,,,,,,,,,,,27,25,25,,26.67,,25.23,,,,,,,,,,,,,,,,
DS900,TN 95HS,84833,T95,4275275-6559854-690,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,144,,,145,19,0
DS446,TN 70 HD,15267,,4335871-6646099-630,15,,,25,39,,527,528,,621,483,526,,565,611,,,,,,,,,,,,,,,,,,,,,,,,,
DS446,TN 70 HD,15267,,4335871-6646102-630,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,273,64.8,,277,86.4,-10
DS446,TN 70 HD,15267,,4335871-6646635-630,15,,,,,,,,,,,,,,,,,15.3,,9.6,,14.7,,9.9,,,,,,,,,,,,,,,,
DS446,TN 70 HD,15267,,4335874-6646923-630,20,,,25,39.5,,532,533,,621,483,531,,565,614,,,,,,,,,,,,,,,,,,,,,,,,,
DS446,TN 70 HD,15267,,4335874-6646926-630,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,270,64.8,,284,86.4,-10
DS446,TN 70 HD,15267,,4335874-6647100-630,20,,,,,,,,,,,,,,,,,15,,9.3,,14.3,,9.5,,,,,,,,,,,,,,,,
DS600,H40,80402,,4216080-6467878-750,20,,,26.9,36.5,,531,,,552,379,530,,655,695,,,,,,,,,,,,,,,,,,,,,,,,,
DS600,H40,80402,,4216080-6467881-750,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,74,,,74,,-10
DS423,X60Q-L415Q,71030,X60,4368193-6693121-600,20,,,24,37,,513,,,565,415,510,760,520,619,,,,,,,,,,,,,,,,,,,,,,,,,
DS423,X60Q-L415Q,71030,X60,4368193-6693124-600,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,75,,80,85,,208,,,214,54,-15
DS008,HE360D,32531,,4339819-6650387-630,5,,,23,33.5,,,,,,360,265,520,445,379,,,,,,,,,,,,,,,,,,,,,,,,,
DS900,TN 95HS,84833,T95,4275276-6559946-695,40,,,11.8,19.5,,757,756,,758,655,,,724,858,,,,,,,,,,,,,,,,,,,,,,,,,
DS900,TN 95HS,84833,T95,4275276-6559949-695,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,152,,,153,19,0
DS900,TN 95HS,84833,T95,4275276-6560509-695,40,,,,,,,,,,,,,,,,,26.8,25,25.7,,26.73,,25.77,,,,,,,,,,,,,,,,
DS040,C 43,16915,,4370619-6697543-600,15,,,,30,,,,,,,576,,,740,,,,,,,,,,,,,,,,,,,,,,,,,
